CMDLINE C:\Users\jceze\AppData\Local\Microsoft\WindowsApps\PythonSoftwareFoundation.Python.3.13_qbz5n2kfra8p0\python.exe LHdiff.py C:\Users\jceze\Documents\Coding\FileVersionControl-Project\Old_File_Versions\Test01_Old.java C:\Users\jceze\Documents\Coding\FileVersionControl-Project\New_File_Versions\Test01_New.java
MEM 2.480469 1765335412.5056
MEM 20.539062 1765335412.6062
MEM 27.195312 1765335412.7068
MEM 31.113281 1765335412.8072
MEM 39.832031 1765335412.9078
